food,text
bacon cooked,"Bacon cooked provides 43 kcal per 100 grams. It contains 3.1 g of total fat (1.1 g saturated, 1.4 g monounsaturated, and 0.5 g polyunsaturated), 0.068 g of carbohydrates with 0.0 g of sugars, 3.5 g of protein, and 0.0 g of dietary fiber. It has 10.1 mg of cholesterol, 0.2 g of sodium, and 1.9 g of water. Vitamin content per 100g: A = 0.053 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.037 mg, B3 (Niacin) = 0.066 mg, B5 (Pantothenic Acid) = 1.0 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.031 mg, B12 = 0.0 mg, Vitamin C = 0.047 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.009 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 1.2 mg, Iron = 0.047 mg, Magnesium = 0.1 mg, Manganese = 3.1 mg, Phosphorus = 0.071 mg, Potassium = 35.4 mg, Selenium = 47.8 mg, and Zinc = 0.064 mg. The overall nutrition density score is 6.747. "
pickled pork hocks,"Pickled pork hocks provides 48 kcal per 100 grams. It contains 3.0 g of total fat (0.9 g saturated, 1.5 g monounsaturated, and 0.3 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 5.4 g of protein, and 0.0 g of dietary fiber. It has 25.2 mg of cholesterol, 0.3 g of sodium, and 19.2 g of water. Vitamin content per 100g: A = 0.055 mg, B1 (Thiamine) = 0.056 mg, B2 (Riboflavin) = 0.066 mg, B3 (Niacin) = 0.3 mg, B5 (Pantothenic Acid) = 0.02 mg, B6 = 0.047 mg, B11 (Folic Acid) = 0.058 mg, B12 = 0.061 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.047 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 5.4 mg, Copper = 0.063 mg, Iron = 0.3 mg, Magnesium = 1.7 mg, Manganese = 0.018 mg, Phosphorus = 17.0 mg, Potassium = 13.3 mg, Selenium = 0.089 mg, and Zinc = 0.7 mg. The overall nutrition density score is 14.146. "
pork boston roast cooked,"Pork boston roast cooked provides 705 kcal per 100 grams. It contains 49.4 g of total fat (18.3 g saturated, 21.7 g monounsaturated, and 4.6 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 60.5 g of protein, and 0.0 g of dietary fiber. It has 225.3 mg of cholesterol, 0.2 g of sodium, and 150.6 g of water. Vitamin content per 100g: A = 0.061 mg, B1 (Thiamine) = 1.7 mg, B2 (Riboflavin) = 0.9 mg, B3 (Niacin) = 10.6 mg, B5 (Pantothenic Acid) = 1.7 mg, B6 = 0.6 mg, B11 (Folic Acid) = 0.084 mg, B12 = 0.041 mg, Vitamin C = 1.8 mg, Vitamin D = 0.029 mg, Vitamin E = 0.5 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 73.4 mg, Copper = 0.3 mg, Iron = 3.8 mg, Magnesium = 47.2 mg, Manganese = 0.052 mg, Phosphorus = 516.1 mg, Potassium = 869.8 mg, Selenium = 0.022 mg, and Zinc = 10.4 mg. The overall nutrition density score is 188.948. "
canadian style bacon grilled,"Canadian style bacon grilled provides 43 kcal per 100 grams. It contains 2.0 g of total fat (0.7 g saturated, 0.9 g monounsaturated, and 0.2 g polyunsaturated), 0.3 g of carbohydrates with 0.0 g of sugars, 5.7 g of protein, and 0.0 g of dietary fiber. It has 13.6 mg of cholesterol, 0.4 g of sodium, and 14.5 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.054 mg, B3 (Niacin) = 1.6 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.07 mg, B12 = 0.03 mg, Vitamin C = 0.0 mg, Vitamin D = 0.048 mg, Vitamin E = 0.061 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 2.4 mg, Copper = 0.043 mg, Iron = 0.2 mg, Magnesium = 4.9 mg, Manganese = 0.023 mg, Phosphorus = 69.6 mg, Potassium = 91.7 mg, Selenium = 0.058 mg, and Zinc = 0.4 mg. The overall nutrition density score is 10.6. "
ham steak,"Ham steak provides 70 kcal per 100 grams. It contains 2.4 g of total fat (0.8 g saturated, 1.1 g monounsaturated, and 0.3 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 11.1 g of protein, and 0.0 g of dietary fiber. It has 25.7 mg of cholesterol, 0.7 g of sodium, and 41.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.5 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 2.9 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.064 mg, B12 = 0.08 mg, Vitamin C = 18.4 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 2.3 mg, Copper = 0.05 mg, Iron = 0.6 mg, Magnesium = 10.8 mg, Manganese = 0.011 mg, Phosphorus = 148.2 mg, Potassium = 185.3 mg, Selenium = 0.068 mg, and Zinc = 1.2 mg. The overall nutrition density score is 34.8. "
pork backfat,"Pork backfat provides 3683 kcal per 100 grams. It contains 402.3 g of total fat (146.1 g saturated, 190.3 g monounsaturated, and 46.9 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 13.2 g of protein, and 0.0 g of dietary fiber. It has 258.6 mg of cholesterol, 0.064 g of sodium, and 34.9 g of water. Vitamin content per 100g: A = 0.032 mg, B1 (Thiamine) = 0.4 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 4.5 mg, B5 (Pantothenic Acid) = 0.5 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.072 mg, B12 = 0.035 mg, Vitamin C = 0.5 mg, Vitamin D = 0.003 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 9.1 mg, Copper = 0.094 mg, Iron = 0.8 mg, Magnesium = 9.1 mg, Manganese = 0.082 mg, Phosphorus = 172.4 mg, Potassium = 294.8 mg, Selenium = 0.063 mg, and Zinc = 1.7 mg. The overall nutrition density score is 425.932. "
bacon baked,"Bacon baked provides 44 kcal per 100 grams. It contains 3.5 g of total fat (1.1 g saturated, 1.5 g monounsaturated, and 0.4 g polyunsaturated), 0.1 g of carbohydrates with 0.0 g of sugars, 2.9 g of protein, and 0.0 g of dietary fiber. It has 8.7 mg of cholesterol, 0.2 g of sodium, and 1.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.052 mg, B2 (Riboflavin) = 0.053 mg, B3 (Niacin) = 0.058 mg, B5 (Pantothenic Acid) = 0.9 mg, B6 = 0.077 mg, B11 (Folic Acid) = 0.09 mg, B12 = 0.095 mg, Vitamin C = 0.084 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.038 mg. Mineral content per 100g: Calcium = 0.047 mg, Copper = 0.8 mg, Iron = 0.054 mg, Magnesium = 0.1 mg, Manganese = 2.4 mg, Phosphorus = 0.078 mg, Potassium = 41.0 mg, Selenium = 43.7 mg, and Zinc = 0.003 mg. The overall nutrition density score is 6.673. "
pork arm picnic raw,"Pork arm picnic raw provides 5298 kcal per 100 grams. It contains 343.4 g of total fat (113.6 g saturated, 147.3 g monounsaturated, and 67.9 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 513.6 g of protein, and 0.0 g of dietary fiber. It has 1729.4 mg of cholesterol, 2.3 g of sodium, and 1875.9 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 16.1 mg, B2 (Riboflavin) = 6.8 mg, B3 (Niacin) = 124.0 mg, B5 (Pantothenic Acid) = 27.9 mg, B6 = 12.1 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.04 mg, Vitamin C = 0.0 mg, Vitamin D = 0.064 mg, Vitamin E = 5.8 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 329.4 mg, Copper = 2.0 mg, Iron = 15.6 mg, Magnesium = 494.1 mg, Manganese = 0.3 mg, Phosphorus = 5490.0 mg, Potassium = 11336.9 mg, Selenium = 0.6 mg, and Zinc = 59.0 mg. The overall nutrition density score is 1202.1. "
salt pork raw,"Salt pork raw provides 212 kcal per 100 grams. It contains 22.8 g of total fat (8.3 g saturated, 10.7 g monounsaturated, and 2.7 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 1.4 g of protein, and 0.0 g of dietary fiber. It has 24.3 mg of cholesterol, 0.8 g of sodium, and 3.1 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.054 mg, B2 (Riboflavin) = 0.01 mg, B3 (Niacin) = 0.5 mg, B5 (Pantothenic Acid) = 0.078 mg, B6 = 0.048 mg, B11 (Folic Acid) = 0.011 mg, B12 = 0.049 mg, Vitamin C = 0.0 mg, Vitamin D = 0.035 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 1.7 mg, Copper = 0.053 mg, Iron = 0.1 mg, Magnesium = 2.0 mg, Manganese = 0.073 mg, Phosphorus = 14.7 mg, Potassium = 18.7 mg, Selenium = 0.056 mg, and Zinc = 0.3 mg. The overall nutrition density score is 26.0. "
pork arm picnic cooked,"Pork arm picnic cooked provides 5292 kcal per 100 grams. It contains 322.7 g of total fat (109.3 g saturated, 139.0 g monounsaturated, and 62.7 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 560.3 g of protein, and 0.0 g of dietary fiber. It has 1936.7 mg of cholesterol, 2.2 g of sodium, and 1351.9 g of water. Vitamin content per 100g: A = 0.007 mg, B1 (Thiamine) = 9.9 mg, B2 (Riboflavin) = 7.3 mg, B3 (Niacin) = 119.5 mg, B5 (Pantothenic Acid) = 27.0 mg, B6 = 7.8 mg, B11 (Folic Acid) = 0.1 mg, B12 = 0.086 mg, Vitamin C = 0.0 mg, Vitamin D = 0.062 mg, Vitamin E = 5.9 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 360.3 mg, Copper = 2.4 mg, Iron = 20.7 mg, Magnesium = 495.4 mg, Manganese = 0.5 mg, Phosphorus = 5404.8 mg, Potassium = 8039.6 mg, Selenium = 0.7 mg, and Zinc = 69.8 mg. The overall nutrition density score is 1264.074. "
pork top loin chops cooked,"Pork top loin chops cooked provides 270 kcal per 100 grams. It contains 11.2 g of total fat (4.3 g saturated, 4.9 g monounsaturated, and 1.7 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 39.4 g of protein, and 0.0 g of dietary fiber. It has 97.2 mg of cholesterol, 0.064 g of sodium, and 84.3 g of water. Vitamin content per 100g: A = 0.062 mg, B1 (Thiamine) = 0.02 mg, B2 (Riboflavin) = 0.067 mg, B3 (Niacin) = 0.3 mg, B5 (Pantothenic Acid) = 13.4 mg, B6 = 1.4 mg, B11 (Folic Acid) = 0.7 mg, B12 = 0.0 mg, Vitamin C = 0.7 mg, Vitamin D = 0.0 mg, Vitamin E = 0.043 mg, Vitamin K = 0.3 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 16.2 mg, Iron = 0.1 mg, Magnesium = 1.2 mg, Manganese = 31.1 mg, Phosphorus = 0.052 mg, Potassium = 298.4 mg, Selenium = 352.4 mg, and Zinc = 0.079 mg. The overall nutrition density score is 51.481. "
ground pork raw,"Ground pork raw provides 329 kcal per 100 grams. It contains 26.5 g of total fat (9.8 g saturated, 11.8 g monounsaturated, and 2.4 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 21.1 g of protein, and 0.0 g of dietary fiber. It has 90.0 mg of cholesterol, 0.033 g of sodium, and 76.3 g of water. Vitamin content per 100g: A = 0.034 mg, B1 (Thiamine) = 0.9 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 5.4 mg, B5 (Pantothenic Acid) = 0.8 mg, B6 = 0.5 mg, B11 (Folic Acid) = 0.055 mg, B12 = 0.005 mg, Vitamin C = 0.9 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 17.5 mg, Copper = 0.08 mg, Iron = 1.1 mg, Magnesium = 23.8 mg, Manganese = 0.083 mg, Phosphorus = 218.8 mg, Potassium = 358.8 mg, Selenium = 0.039 mg, and Zinc = 2.8 mg. The overall nutrition density score is 67.15. "
pork shoulder raw,"Pork shoulder raw provides 1070 kcal per 100 grams. It contains 81.6 g of total fat (28.3 g saturated, 36.3 g monounsaturated, and 8.7 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 77.9 g of protein, and 0.0 g of dietary fiber. It has 322.1 mg of cholesterol, 0.3 g of sodium, and 290.4 g of water. Vitamin content per 100g: A = 0.087 mg, B1 (Thiamine) = 3.5 mg, B2 (Riboflavin) = 1.2 mg, B3 (Niacin) = 17.4 mg, B5 (Pantothenic Acid) = 3.3 mg, B6 = 1.6 mg, B11 (Folic Acid) = 0.077 mg, B12 = 0.034 mg, Vitamin C = 3.2 mg, Vitamin D = 0.025 mg, Vitamin E = 0.9 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 68.0 mg, Copper = 0.4 mg, Iron = 4.8 mg, Magnesium = 81.6 mg, Manganese = 0.083 mg, Phosphorus = 825.6 mg, Potassium = 1369.9 mg, Selenium = 0.1 mg, and Zinc = 12.2 mg. The overall nutrition density score is 235.572. "
pork chitterlings cooked,"Pork chitterlings cooked provides 66 kcal per 100 grams. It contains 5.8 g of total fat (2.7 g saturated, 2.0 g monounsaturated, and 0.3 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 3.5 g of protein, and 0.0 g of dietary fiber. It has 78.4 mg of cholesterol, 0.078 g of sodium, and 19.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.056 mg, B3 (Niacin) = 0.093 mg, B5 (Pantothenic Acid) = 0.065 mg, B6 = 0.059 mg, B11 (Folic Acid) = 0.099 mg, B12 = 0.024 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.083 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 7.1 mg, Iron = 0.056 mg, Magnesium = 0.4 mg, Manganese = 2.5 mg, Phosphorus = 0.033 mg, Potassium = 18.7 mg, Selenium = 4.0 mg, and Zinc = 0.07 mg. The overall nutrition density score is 9.329. "
pork breakfast strips cooked,"Pork breakfast strips cooked provides 52 kcal per 100 grams. It contains 4.1 g of total fat (1.4 g saturated, 1.9 g monounsaturated, and 0.6 g polyunsaturated), 0.1 g of carbohydrates with 0.0 g of sugars, 3.3 g of protein, and 0.0 g of dietary fiber. It has 11.9 mg of cholesterol, 0.2 g of sodium, and 3.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.039 mg, B2 (Riboflavin) = 0.073 mg, B3 (Niacin) = 0.9 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.068 mg, B11 (Folic Acid) = 0.02 mg, B12 = 0.02 mg, Vitamin C = 0.0 mg, Vitamin D = 0.066 mg, Vitamin E = 0.057 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 1.6 mg, Copper = 0.054 mg, Iron = 0.2 mg, Magnesium = 2.9 mg, Manganese = 0.085 mg, Phosphorus = 29.9 mg, Potassium = 52.7 mg, Selenium = 0.061 mg, and Zinc = 0.4 mg. The overall nutrition density score is 9.3. "
pork blade roll roasted,"Pork blade roll roasted provides 1079 kcal per 100 grams. It contains 88.3 g of total fat (31.5 g saturated, 41.5 g monounsaturated, and 9.4 g polyunsaturated), 1.4 g of carbohydrates with 0.0 g of sugars, 65.0 g of protein, and 0.0 g of dietary fiber. It has 251.9 mg of cholesterol, 3.7 g of sodium, and 211.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 1.7 mg, B2 (Riboflavin) = 1.1 mg, B3 (Niacin) = 8.9 mg, B5 (Pantothenic Acid) = 2.9 mg, B6 = 0.8 mg, B11 (Folic Acid) = 0.032 mg, B12 = 0.007 mg, Vitamin C = 12.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 26.3 mg, Copper = 0.3 mg, Iron = 3.3 mg, Magnesium = 48.9 mg, Manganese = 0.098 mg, Phosphorus = 586.6 mg, Potassium = 729.4 mg, Selenium = 0.1 mg, and Zinc = 9.2 mg. The overall nutrition density score is 196.3. "
pork tail cooked,"Pork tail cooked provides 1089 kcal per 100 grams. It contains 98.5 g of total fat (34.2 g saturated, 46.4 g monounsaturated, and 10.8 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 46.8 g of protein, and 0.0 g of dietary fiber. It has 354.8 mg of cholesterol, 0.093 g of sodium, and 128.4 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 3.1 mg, B5 (Pantothenic Acid) = 1.2 mg, B6 = 0.7 mg, B11 (Folic Acid) = 0.002 mg, B12 = 0.061 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 38.5 mg, Copper = 0.2 mg, Iron = 2.2 mg, Magnesium = 19.3 mg, Manganese = 0.087 mg, Phosphorus = 129.3 mg, Potassium = 431.8 mg, Selenium = 0.087 mg, and Zinc = 4.5 mg. The overall nutrition density score is 186.0. "
pork centre rib roasts raw,"Pork centre rib roasts raw provides 275 kcal per 100 grams. It contains 9.7 g of total fat (3.3 g saturated, 4.0 g monounsaturated, and 1.1 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 44.0 g of protein, and 0.0 g of dietary fiber. It has 113.1 mg of cholesterol, 0.1 g of sodium, and 146.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 1.0 mg, B2 (Riboflavin) = 0.4 mg, B3 (Niacin) = 13.5 mg, B5 (Pantothenic Acid) = 1.5 mg, B6 = 1.5 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.094 mg, Vitamin C = 0.0 mg, Vitamin D = 0.072 mg, Vitamin E = 0.3 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 48.5 mg, Copper = 0.1 mg, Iron = 1.2 mg, Magnesium = 50.5 mg, Manganese = 0.053 mg, Phosphorus = 436.3 mg, Potassium = 725.2 mg, Selenium = 0.05 mg, and Zinc = 4.0 mg. The overall nutrition density score is 103.4. "
pork centre rib roasts roasted,"Pork centre rib roasts roasted provides 1942 kcal per 100 grams. It contains 114.9 g of total fat (42.6 g saturated, 48.4 g monounsaturated, and 19.4 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 211.3 g of protein, and 0.0 g of dietary fiber. It has 610.7 mg of cholesterol, 0.7 g of sodium, and 452.3 g of water. Vitamin content per 100g: A = 0.8 mg, B1 (Thiamine) = 0.041 mg, B2 (Riboflavin) = 0.018 mg, B3 (Niacin) = 2.3 mg, B5 (Pantothenic Acid) = 74.3 mg, B6 = 11.6 mg, B11 (Folic Acid) = 4.1 mg, B12 = 0.0 mg, Vitamin C = 3.8 mg, Vitamin D = 0.0 mg, Vitamin E = 0.094 mg, Vitamin K = 1.6 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 148.8 mg, Iron = 0.7 mg, Magnesium = 7.5 mg, Manganese = 164.4 mg, Phosphorus = 0.063 mg, Potassium = 1800.9 mg, Selenium = 2129.8 mg, and Zinc = 0.3 mg. The overall nutrition density score is 331.5. "
minced ham,"Minced ham provides 55 kcal per 100 grams. It contains 4.3 g of total fat (1.5 g saturated, 2.0 g monounsaturated, and 0.5 g polyunsaturated), 0.4 g of carbohydrates with 0.0 g of sugars, 3.4 g of protein, and 0.0 g of dietary fiber. It has 14.7 mg of cholesterol, 0.3 g of sodium, and 12.0 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.1 mg, B2 (Riboflavin) = 0.073 mg, B3 (Niacin) = 0.9 mg, B5 (Pantothenic Acid) = 0.094 mg, B6 = 0.081 mg, B11 (Folic Acid) = 0.094 mg, B12 = 0.059 mg, Vitamin C = 0.0 mg, Vitamin D = 0.058 mg, Vitamin E = 0.012 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 2.1 mg, Copper = 0.029 mg, Iron = 0.2 mg, Magnesium = 3.4 mg, Manganese = 0.074 mg, Phosphorus = 33.0 mg, Potassium = 65.3 mg, Selenium = 0.048 mg, and Zinc = 0.4 mg. The overall nutrition density score is 10.4. "
ham roasted,"Ham roasted provides 316 kcal per 100 grams. It contains 21.3 g of total fat (7.1 g saturated, 9.9 g monounsaturated, and 2.5 g polyunsaturated), 0.6 g of carbohydrates with 0.0 g of sugars, 28.7 g of protein, and 0.0 g of dietary fiber. It has 86.8 mg of cholesterol, 1.3 g of sodium, and 85.3 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 1.1 mg, B2 (Riboflavin) = 0.4 mg, B3 (Niacin) = 7.4 mg, B5 (Pantothenic Acid) = 1.0 mg, B6 = 0.4 mg, B11 (Folic Acid) = 0.033 mg, B12 = 0.054 mg, Vitamin C = 19.6 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 11.2 mg, Copper = 0.2 mg, Iron = 1.9 mg, Magnesium = 23.8 mg, Manganese = 0.084 mg, Phosphorus = 340.2 mg, Potassium = 499.8 mg, Selenium = 0.053 mg, and Zinc = 3.5 mg. The overall nutrition density score is 83.3. "
pork loin raw,"Pork loin raw provides 232 kcal per 100 grams. It contains 14.7 g of total fat (5.1 g saturated, 6.6 g monounsaturated, and 1.6 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 23.1 g of protein, and 0.0 g of dietary fiber. It has 73.7 mg of cholesterol, 0.003 g of sodium, and 78.3 g of water. Vitamin content per 100g: A = 0.049 mg, B1 (Thiamine) = 1.1 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 5.4 mg, B5 (Pantothenic Acid) = 0.8 mg, B6 = 0.6 mg, B11 (Folic Acid) = 0.013 mg, B12 = 0.019 mg, Vitamin C = 0.7 mg, Vitamin D = 0.044 mg, Vitamin E = 0.2 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 21.1 mg, Copper = 0.037 mg, Iron = 0.9 mg, Magnesium = 24.6 mg, Manganese = 0.066 mg, Phosphorus = 230.5 mg, Potassium = 416.5 mg, Selenium = 0.013 mg, and Zinc = 2.0 mg. The overall nutrition density score is 60.563. "
pork backribs roasted,"Pork backribs roasted provides 2564 kcal per 100 grams. It contains 188.9 g of total fat (68.5 g saturated, 81.6 g monounsaturated, and 31.0 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 202.0 g of protein, and 0.0 g of dietary fiber. It has 737.5 mg of cholesterol, 0.8 g of sodium, and 481.3 g of water. Vitamin content per 100g: A = 1.7 mg, B1 (Thiamine) = 0.023 mg, B2 (Riboflavin) = 0.08 mg, B3 (Niacin) = 2.9 mg, B5 (Pantothenic Acid) = 67.0 mg, B6 = 11.1 mg, B11 (Folic Acid) = 4.0 mg, B12 = 0.0 mg, Vitamin C = 3.6 mg, Vitamin D = 0.0 mg, Vitamin E = 0.068 mg, Vitamin K = 2.2 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 403.9 mg, Iron = 0.9 mg, Magnesium = 8.1 mg, Manganese = 149.3 mg, Phosphorus = 0.065 mg, Potassium = 1448.7 mg, Selenium = 2107.2 mg, and Zinc = 0.3 mg. The overall nutrition density score is 397.1. "
pork belly raw,"Pork belly raw provides 2350 kcal per 100 grams. It contains 240.5 g of total fat (87.7 g saturated, 112.0 g monounsaturated, and 25.6 g polyunsaturated), 0.0 g of carbohydrates with 0.0 g of sugars, 42.4 g of protein, and 0.0 g of dietary fiber. It has 326.6 mg of cholesterol, 0.1 g of sodium, and 166.7 g of water. Vitamin content per 100g: A = 0.095 mg, B1 (Thiamine) = 1.8 mg, B2 (Riboflavin) = 1.1 mg, B3 (Niacin) = 21.1 mg, B5 (Pantothenic Acid) = 1.2 mg, B6 = 0.6 mg, B11 (Folic Acid) = 0.088 mg, B12 = 0.075 mg, Vitamin C = 1.4 mg, Vitamin D = 0.0 mg, Vitamin E = 1.8 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 22.7 mg, Copper = 0.2 mg, Iron = 2.4 mg, Magnesium = 18.1 mg, Manganese = 0.01 mg, Phosphorus = 489.9 mg, Potassium = 839.2 mg, Selenium = 0.085 mg, and Zinc = 4.6 mg. The overall nutrition density score is 309.486. "
ham raw,"Ham raw provides 266 kcal per 100 grams. It contains 18.2 g of total fat (6.0 g saturated, 8.7 g monounsaturated, and 2.1 g polyunsaturated), 0.046 g of carbohydrates with 0.0 g of sugars, 23.8 g of protein, and 0.0 g of dietary fiber. It has 54.6 mg of cholesterol, 1.5 g of sodium, and 93.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 1.3 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 4.5 mg, B5 (Pantothenic Acid) = 0.6 mg, B6 = 0.7 mg, B11 (Folic Acid) = 0.021 mg, B12 = 0.034 mg, Vitamin C = 0.0 mg, Vitamin D = 0.054 mg, Vitamin E = 0.3 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 8.4 mg, Copper = 0.075 mg, Iron = 1.2 mg, Magnesium = 19.6 mg, Manganese = 0.063 mg, Phosphorus = 245.0 mg, Potassium = 442.4 mg, Selenium = 0.065 mg, and Zinc = 2.3 mg. The overall nutrition density score is 51.697. "
ham extra lean,"Ham extra lean provides 45 kcal per 100 grams. It contains 2.3 g of total fat (0.8 g saturated, 1.1 g monounsaturated, and 0.3 g polyunsaturated), 0.6 g of carbohydrates with 0.0 g of sugars, 5.1 g of protein, and 0.0 g of dietary fiber. It has 14.8 mg of cholesterol, 0.4 g of sodium, and 18.7 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.028 mg, B3 (Niacin) = 1.4 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.022 mg, B12 = 0.097 mg, Vitamin C = 0.0 mg, Vitamin D = 0.094 mg, Vitamin E = 0.04 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 2.0 mg, Copper = 0.075 mg, Iron = 0.3 mg, Magnesium = 5.0 mg, Manganese = 0.049 mg, Phosphorus = 66.1 mg, Potassium = 83.2 mg, Selenium = 0.041 mg, and Zinc = 0.6 mg. The overall nutrition density score is 10.3. "
